,experiment_name,experiment_start,experiment_stop,param__func__de.upb.vAAA.0.1__cmd_start,param__func__de.upb.vAAA.0.1__cmd_stop,param__func__de.upb.vAAA.0.1__cpu_bw,param__func__de.upb.vAAA.0.1__cpu_cores,param__func__de.upb.vAAA.0.1__io_bw,param__func__de.upb.vAAA.0.1__mem_max,param__func__de.upb.vAAA.0.1__mem_swap_max,param__func__mp.input__cmd_start,param__func__mp.input__cmd_stop,param__func__mp.input__cpu_bw,param__func__mp.input__cpu_cores,param__func__mp.input__io_bw,param__func__mp.input__mem_max,param__func__mp.input__mem_swap_max,param__func__mp.output__cmd_start,param__func__mp.output__cmd_stop,param__func__mp.output__cpu_bw,param__func__mp.output__cpu_cores,param__func__mp.output__io_bw,param__func__mp.output__mem_max,param__func__mp.output__mem_swap_max,param__header__all__config_id,param__header__all__repetition,param__header__all__time_limit,param__header__all__time_warmup,param__mp__mp.input__address,param__mp__mp.input__connection_point,param__mp__mp.input__container,param__mp__mp.input__name,param__mp__mp.output__address,param__mp__mp.output__connection_point,param__mp__mp.output__container,param__mp__mp.output__name,run_id
0,vAAA1_00000,2019-09-22 00:43:24.822235,2019-09-22 00:44:24.884760,./start.sh,./stop.sh,,0,,1024,,./start.sh,./stop.sh,,1,,,,./start.sh,./stop.sh,,1,,,,0,0,60,10,20.0.0.1/24,ns:input,arif332/tng-bench-mp,mp.input,40.0.0.254/24,ns:output,arif332/tng-bench-mp,mp.output,0
